GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
 	Percentile (%)	74.685	69.19	13.24	15.691	-	-
cell development	FC (WS / NS)	-0.17 (1.58 / 1.91)	-0.43 (5.95 / 8.39)	2.11 (3.32 / 0)	-	-	-
 	Percentile (%)	74.721	71.173	2.207	-	-	-
carboxylic acid catabolic process	FC (WS / NS)	-0.17 (9.57 / 10.89)	-0.12 (11.17 / 12.18)	-0.1 (16.35 / 17.65)	-0.19 (12.72 / 14.7)	-	-0.51 (-0.41 / -0.16)
 	Percentile (%)	74.757	62.073	78.602	72.209	-	84.182
alpha-amino acid catabolic process	FC (WS / NS)	-0.17 (9.52 / 10.85)	-0.24 (9.37 / 11.27)	-0.09 (14.51 / 15.53)	-0.22 (11.55 / 13.62)	-0.24 (15.32 / 18.21)	1.19 (-1.65 / -1.28)
 	Percentile (%)	74.793	66.062	77.867	73.045	70.879	2.384
cellular amino acid catabolic process	FC (WS / NS)	-0.17 (9.52 / 10.85)	-0.19 (10.15 / 11.69)	-0.09 (15.44 / 16.48)	-0.22 (12.13 / 14.29)	-0.24 (15.32 / 18.21)	NaN (-1.08 / -0.75)
 	Percentile (%)	74.829	64.557	77.733	73.094	70.806	96.533
molybdopterin cofactor metabolic process	FC (WS / NS)	-0.17 (4.86 / 5.61)	2.32 (4 / 0)	0.33 (9.29 / 7.17)	-	-	0.13 (-10.03 / -9.27)
 	Percentile (%)	74.901	0.669	17.118	-	-	30.986
Mo-molybdopterin cofactor biosynthetic process	FC (WS / NS)	-0.17 (4.81 / 5.55)	1.58 (2 / 0)	0.43 (7.29 / 5.17)	-0.32 (4.17 / 5.46)	-0.3 (8.14 / 10.25)	0.1 (-12.03 / -11.27)
 	Percentile (%)	74.937	3.606	14.744	77.472	74.8	34.236
peptidoglycan catabolic process	FC (WS / NS)	-0.17 (5.32 / 6.13)	-0.93 (0 / 0.91)	-0.08 (8.43 / 8.93)	-0.46 (3.81 / 5.61)	-0.06 (8.91 / 9.35)	0.16 (-8.52 / -7.72)
 	Percentile (%)	74.973	78.911	76.764	81.161	58.751	25.352
alcohol catabolic process	FC (WS / NS)	-0.18 (6.44 / 7.41)	-0.11 (7.01 / 7.62)	-0.52 (7.58 / 11.26)	-0.15 (10.16 / 11.37)	-0.56 (8.73 / 13.39)	-
 	Percentile (%)	75.009	61.5	87.696	70.192	79.739	-
translational elongation	FC (WS / NS)	-0.18 (3.17 / 3.71)	-	-0.02 (14.7 / 14.96)	-0.05 (10.86 / 11.26)	-	1.55 (0.51 / -0.49)
 	Percentile (%)	75.081	-	73.052	60.256	-	1.517
DNA biosynthetic process	FC (WS / NS)	-0.19 (3.81 / 4.49)	-	-	-	-	-
 	Percentile (%)	75.297	-	-	-	-	-
nucleoside bisphosphate biosynthetic process	FC (WS / NS)	-0.19 (7.58 / 8.81)	-0.24 (6.51 / 7.89)	-0.08 (12.43 / 13.19)	-0.09 (12.23 / 13.04)	-0.21 (13.1 / 15.36)	-0.98 (-1.78 / -2.54)
 	Percentile (%)	75.369	66.086	76.998	63.945	69.572	92.308
ribonucleoside bisphosphate biosynthetic process	FC (WS / NS)	-0.19 (7.58 / 8.81)	-0.28 (6.27 / 7.84)	-0.06 (12.25 / 12.83)	-	-	-
 	Percentile (%)	75.405	66.921	76.062	-	-	-
purine nucleoside bisphosphate biosynthetic process	FC (WS / NS)	-0.19 (7.58 / 8.81)	-0.28 (6.27 / 7.84)	-0.06 (12.25 / 12.83)	-	-	-
 	Percentile (%)	75.44	66.945	76.095	-	-	-
acyl-CoA biosynthetic process	FC (WS / NS)	-0.19 (7.49 / 8.71)	-	-0.03 (12.03 / 12.34)	-0.1 (11.08 / 11.94)	-0.21 (13.1 / 15.36)	-
 	Percentile (%)	75.476	-	74.256	65.863	69.644	-
glutamate biosynthetic process	FC (WS / NS)	-0.2 (2.81 / 3.36)	0.3 (6.89 / 5.43)	-0.03 (7.7 / 7.91)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	75.548	16.886	74.29	-	73.13	-
mismatch repair	FC (WS / NS)	-0.2 (5 / 5.91)	-0.53 (2.32 / 3.81)	-0.35 (5.17 / 6.87)	-0.43 (3.81 / 5.49)	-0.78 (6.02 / 11.09)	-
 	Percentile (%)	75.692	72.916	85.757	80.669	81.845	-
modulation by virus of host morphology or physiology	FC (WS / NS)	-0.2 (3 / 3.61)	-	-	-	-	-
 	Percentile (%)	75.728	-	-	-	-	-
modulation by virus of host process	FC (WS / NS)	-0.2 (3 / 3.61)	-	-	-	-	-
 	Percentile (%)	75.764	-	-	-	-	-
modification of morphology or physiology of other organism	FC (WS / NS)	-0.2 (3 / 3.61)	0.23 (8.41 / 7.03)	0.12 (9.38 / 8.56)	0.11 (11.64 / 10.75)	-	-
 	Percentile (%)	75.8	18.82	27.482	30.497	-	-
modification by symbiont of host morphology or physiology	FC (WS / NS)	-0.2 (3 / 3.61)	-	0.39 (5.78 / 4.17)	-	-	-
 	Percentile (%)	75.836	-	15.714	-	-	-
modulation by symbiont of host cellular process	FC (WS / NS)	-0.2 (3 / 3.61)	-	-	0.1 (9.04 / 8.37)	-	-
 	Percentile (%)	75.872	-	-	31.136	-	-
modification of morphology or physiology of other organism involved in symbiotic interaction	FC (WS / NS)	-0.2 (3 / 3.61)	0.23 (7.85 / 6.55)	0.08 (8.78 / 8.26)	0.12 (11.22 / 10.24)	-	-
 	Percentile (%)	75.908	18.796	30.659	28.578	-	-
vesicle-mediated transport	FC (WS / NS)	-0.21 (4.81 / 5.71)	0.1 (7.9 / 7.3)	-0.22 (4 / 4.81)	-	-	-
 	Percentile (%)	76.124	33.58	83.083	-	-	-
asparaginyl-tRNA aminoacylation	FC (WS / NS)	-0.21 (5.29 / 6.28)	-0.3 (4.39 / 5.66)	-0.34 (4.52 / 6)	-0.26 (5 / 6.21)	-3.64 (0 / 11.49)	-
 	Percentile (%)	76.196	67.566	85.69	74.816	98.402	-
regulation of response to stress	FC (WS / NS)	-0.22 (4.39 / 5.26)	-0.43 (6.58 / 9.18)	-	0.14 (11.4 / 10.23)	-	-
 	Percentile (%)	76.268	70.671	-	26.021	-	-
enterobacterial common antigen biosynthetic process	FC (WS / NS)	-0.22 (2 / 2.49)	-	1 (1 / 0)	0.07 (7.39 / 6.99)	-	-
 	Percentile (%)	76.375	-	8.826	36.35	-	-
regulation of autophagy	FC (WS / NS)	-0.22 (2 / 2.49)	-2.03 (0 / 3.08)	-	-	-	-
 	Percentile (%)	76.411	91.402	-	-	-	-
induction by virus of host autophagy	FC (WS / NS)	-0.22 (2 / 2.49)	-	-	-	-	-
 	Percentile (%)	76.447	-	-	-	-	-
mitochondrial translational elongation	FC (WS / NS)	-0.22 (2 / 2.49)	-0.11 (5.46 / 5.95)	-	-	-	-
 	Percentile (%)	76.483	61.476	-	-	-	-
autophagy involved in symbiotic interaction	FC (WS / NS)	-0.22 (2 / 2.49)	-	-	-	-	-
 	Percentile (%)	76.519	-	-	-	-	-
energy derivation by oxidation of organic compounds	FC (WS / NS)	-0.22 (7.19 / 8.57)	-0.01 (11.45 / 11.55)	0.01 (16.39 / 16.29)	-0.26 (11.16 / 13.55)	-0.06 (15.15 / 15.78)	1.23 (0.1 / -0.53)
 	Percentile (%)	76.555	55.792	48.746	74.668	58.025	2.275
DNA modification	FC (WS / NS)	-0.23 (5.21 / 6.26)	-	-0.15 (9.51 / 10.65)	-	-2.11 (0 / 3.32)	-
 	Percentile (%)	76.591	-	80.542	-	86.783	-
sodium ion transport	FC (WS / NS)	-0.23 (5.83 / 6.99)	-	-	-0.07 (9.25 / 9.75)	-	-0.33 (-3.73 / -4.43)
 	Percentile (%)	76.627	-	-	61.731	-	76.598
bacterial-type flagellum-dependent cell motility	FC (WS / NS)	-0.23 (4 / 4.86)	-	-	-	-2.06 (0 / 3.17)	-
 	Percentile (%)	76.663	-	-	-	86.71	-
glycerophospholipid biosynthetic process	FC (WS / NS)	-0.23 (3.32 / 4.08)	-	0.34 (8.92 / 6.86)	-	-	-
 	Percentile (%)	76.771	-	17.018	-	-	-
positive regulation of catabolic process	FC (WS / NS)	-0.23 (2.32 / 2.91)	-	-	-	-	-
 	Percentile (%)	76.807	-	-	-	-	-
positive regulation of cellular catabolic process	FC (WS / NS)	-0.23 (2.32 / 2.91)	-	-	-	-	-
 	Percentile (%)	76.843	-	-	-	-	-
ubiquinone biosynthetic process	FC (WS / NS)	-0.23 (2.32 / 2.91)	0.08 (4.58 / 4.3)	-1.32 (1 / 4)	2.27 (3.81 / 0)	-	-
 	Percentile (%)	76.879	35.562	92.645	1.82	-	-
anatomical structure morphogenesis	FC (WS / NS)	-0.24 (6.32 / 7.63)	-0.49 (7.48 / 10.91)	-0.17 (10.51 / 11.96)	-0.17 (8.51 / 9.66)	-	-0.74 (-5.34 / -8.24)
 	Percentile (%)	76.915	72.104	81.344	71.126	-	89.924
cell morphogenesis	FC (WS / NS)	-0.24 (6.3 / 7.61)	-0.95 (3.46 / 7.61)	-	-0.26 (6.07 / 7.43)	0 (13.86 / 13.82)	-0.75 (-5.6 / -8.73)
 	Percentile (%)	76.987	81.729	-	74.422	42.919	90.249
antibiotic catabolic process	FC (WS / NS)	-0.24 (3.7 / 4.55)	0 (4.64 / 4.66)	-	-0.2 (7.23 / 8.47)	-	-
 	Percentile (%)	77.166	55.41	-	72.7	-	-
aromatic amino acid family metabolic process	FC (WS / NS)	-0.24 (8.79 / 10.6)	-0.09 (8.59 / 9.22)	-0.14 (13.46 / 14.98)	-0.23 (10.31 / 12.22)	-0.38 (13.68 / 18.1)	0.01 (-5.02 / -4.99)
 	Percentile (%)	77.238	60.879	80.374	73.291	77.56	45.612
aspartate metabolic process	FC (WS / NS)	-0.25 (5.43 / 6.62)	0.03 (8.16 / 7.96)	-0.04 (8.07 / 8.29)	-	-0.52 (8.32 / 12.35)	0.12 (-4.62 / -4.33)
 	Percentile (%)	77.274	42.369	74.457	-	79.593	33.044
antibiotic metabolic process	FC (WS / NS)	-0.25 (7.69 / 9.33)	0.03 (9.9 / 9.67)	-0.24 (10.27 / 12.32)	-0.16 (11.27 / 12.71)	-0.38 (12.88 / 17.07)	-0.03 (-4.79 / -4.88)
 	Percentile (%)	77.31	42.608	83.818	70.88	77.633	50.921
regulation of multicellular organismal development	FC (WS / NS)	-0.25 (3.46 / 4.3)	-0.86 (5.29 / 10.44)	-	-	-	-
 	Percentile (%)	77.346	76.809	-	-	-	-
transposition, DNA-mediated	FC (WS / NS)	-0.26 (4.09 / 5.08)	-0.93 (0 / 0.91)	-0.05 (5.58 / 5.81)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	77.49	78.075	75.025	-	73.057	-
keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	FC (WS / NS)	-0.26 (3.81 / 4.76)	0.05 (4.25 / 4.08)	-0.15 (5 / 5.64)	-0.42 (3.58 / 5.13)	-	-
 	Percentile (%)	77.67	39.718	80.508	80.226	-	-
DNA restriction-modification system	FC (WS / NS)	-0.27 (3.46 / 4.36)	-0.93 (0 / 0.91)	-0.16 (4.39 / 5.04)	-0.78 (2.81 / 5.52)	-	-
 	Percentile (%)	77.778	78.935	81.177	84.899	-	-
response to other organism	FC (WS / NS)	-0.27 (4.52 / 5.66)	0.04 (12.24 / 11.89)	0.29 (7.93 / 6.29)	-0.11 (9.75 / 10.58)	-	-
 	Percentile (%)	77.814	41.175	18.121	66.404	-	-
response to antibiotic	FC (WS / NS)	-0.27 (4.32 / 5.43)	0.02 (9.04 / 8.91)	-0.04 (12.19 / 12.52)	-	-2.11 (0 / 3.32)	-
 	Percentile (%)	77.85	44.447	74.323	-	86.855	-
primary alcohol metabolic process	FC (WS / NS)	-0.28 (3.58 / 4.55)	0.08 (6.77 / 6.35)	-0.21 (5.52 / 6.52)	-0.05 (9.69 / 10.04)	-0.16 (6.08 / 6.92)	0.16 (-10.01 / -9.08)
 	Percentile (%)	77.922	35.228	82.581	60.108	67.248	26.327
negative regulation of DNA recombination	FC (WS / NS)	-0.28 (3.58 / 4.55)	-	-	-0.34 (4.17 / 5.55)	-3.49 (0 / 10.26)	-
 	Percentile (%)	77.958	-	-	78.554	97.313	-
cell motility	FC (WS / NS)	-0.28 (4.17 / 5.26)	-0.29 (6.78 / 8.53)	-0.01 (8.46 / 8.52)	-0.23 (9.1 / 10.83)	-	-
 	Percentile (%)	78.029	67.208	69.141	73.684	-	-
defense response to other organism	FC (WS / NS)	-0.28 (4.39 / 5.55)	-0.57 (4.52 / 7.21)	0.07 (6.46 / 6.09)	-0.15 (8.58 / 9.67)	-	-
 	Percentile (%)	78.065	73.585	31.428	70.487	-	-
developmental process	FC (WS / NS)	-0.28 (6.58 / 8.22)	-0.22 (10.97 / 12.94)	-0.09 (13.57 / 14.55)	-0.04 (12.36 / 12.72)	-	-0.74 (-5.02 / -7.73)
 	Percentile (%)	78.101	65.488	78.034	59.223	-	90.141
glutamate metabolic process	FC (WS / NS)	-0.29 (7.91 / 9.86)	-	-0.2 (11.32 / 13.13)	-0.24 (9.8 / 11.76)	-0.37 (13.66 / 18)	-0.06 (-5.72 / -5.92)
 	Percentile (%)	78.245	-	82.481	74.029	77.415	53.846
Golgi vesicle transport	FC (WS / NS)	-0.29 (2.32 / 3.08)	0.08 (4.46 / 4.15)	-1.84 (0 / 2.58)	-	-	-
 	Percentile (%)	78.461	34.941	96.356	-	-	-
pentose metabolic process	FC (WS / NS)	-0.29 (2.32 / 3.08)	0.05 (6.99 / 6.7)	0 (8.09 / 8.11)	0.24 (8.47 / 7.04)	-	-0.09 (-6.34 / -6.7)
 	Percentile (%)	78.533	38.978	67.67	20.512	-	57.421
histidine metabolic process	FC (WS / NS)	-0.3 (8.18 / 10.32)	-0.24 (6.46 / 7.79)	-0.19 (11.65 / 13.48)	-0.23 (9.19 / 10.99)	-	-
 	Percentile (%)	78.713	65.871	82.18	73.881	-	-
imidazole-containing compound metabolic process	FC (WS / NS)	-0.3 (8.18 / 10.32)	-0.22 (7.36 / 8.71)	-0.18 (12.47 / 14.26)	-0.22 (9.78 / 11.58)	-0.37 (13.66 / 17.99)	0.01 (-5.03 / -4.99)
 	Percentile (%)	78.749	65.202	81.511	73.192	77.269	45.504
negative regulation of immune system process	FC (WS / NS)	-0.31 (2 / 2.71)	-	-	-	-	-
 	Percentile (%)	78.821	-	-	-	-	-
negative regulation of signal transduction	FC (WS / NS)	-0.31 (2 / 2.71)	-0.62 (4.25 / 7.07)	-	-	-	-
 	Percentile (%)	78.857	74.278	-	-	-	-
regulation of cell proliferation	FC (WS / NS)	-0.31 (2 / 2.71)	-0.27 (5.36 / 6.65)	-2.56 (0 / 4.91)	-	-	-
 	Percentile (%)	78.892	66.372	98.897	-	-	-
modulation by symbiont of host signal transduction pathway	FC (WS / NS)	-0.31 (2 / 2.71)	-	-	-	-	-
 	Percentile (%)	78.928	-	-	-	-	-
negative regulation by symbiont of host signal transduction pathway	FC (WS / NS)	-0.31 (2 / 2.71)	-	-	-	-	-
 	Percentile (%)	78.964	-	-	-	-	-
transition metal ion transport	FC (WS / NS)	-0.31 (5.98 / 7.67)	-0.57 (4.09 / 6.56)	-0.08 (12.12 / 12.92)	-0.03 (9.35 / 9.6)	-	-
 	Percentile (%)	79.18	73.609	77.365	58.731	-	-
positive regulation of response to stimulus	FC (WS / NS)	-0.32 (3.46 / 4.55)	-0.24 (7.09 / 8.57)	2.32 (4 / 0)	-0.09 (6.29 / 6.73)	-	-
 	Percentile (%)	79.288	66.038	1.204	63.797	-	-
cell cycle checkpoint	FC (WS / NS)	-0.32 (1 / 1.49)	0 (4.86 / 4.86)	-	-	-	-
 	Percentile (%)	79.36	54.669	-	-	-	-
regulation of leukocyte activation	FC (WS / NS)	-0.32 (1 / 1.49)	0.47 (5.81 / 3.91)	-	-	-	-
 	Percentile (%)	79.396	12.921	-	-	-	-
regulation of mitotic nuclear division	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	79.576	-	-	-	-	-
mitotic spindle assembly checkpoint	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	79.612	-	-	-	-	-
regulation of mitotic cell cycle	FC (WS / NS)	-0.32 (1 / 1.49)	-0.08 (5.7 / 6.1)	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	79.648	60.688	93.882	-	-	-
regulation of cell cycle process	FC (WS / NS)	-0.32 (1 / 1.49)	-0.07 (6.38 / 6.74)	-2.79 (0 / 5.93)	-	-	-
 	Percentile (%)	79.827	60.234	99.532	-	-	-
negative regulation of organelle organization	FC (WS / NS)	-0.32 (1 / 1.49)	0.68 (6.54 / 3.71)	-	-	-	-
 	Percentile (%)	79.863	11.01	-	-	-	-
negative regulation of cell cycle process	FC (WS / NS)	-0.32 (1 / 1.49)	-0.24 (4.58 / 5.58)	-	-	-	-
 	Percentile (%)	79.899	65.823	-	-	-	-
regulation of mitotic sister chromatid separation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	79.935	-	-	-	-	-
glutamate catabolic process to 2-oxoglutarate	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.079	-	-	-	-	-
organic phosphonate catabolic process	FC (WS / NS)	-0.32 (1 / 1.49)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	80.115	-	60.08	-	-	-
regulation of cell-cell adhesion	FC (WS / NS)	-0.32 (1 / 1.49)	-0.26 (4.46 / 5.52)	-	-	-	-
 	Percentile (%)	80.187	66.229	-	-	-	-
regulation of Wnt signaling pathway	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.223	-	-	-	-	-
spindle checkpoint	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.295	-	-	-	-	-
regulation of mononuclear cell proliferation	FC (WS / NS)	-0.32 (1 / 1.49)	2.32 (4 / 0)	-	-	-	-
 	Percentile (%)	80.331	0.621	-	-	-	-
regulation of chromosome organization	FC (WS / NS)	-0.32 (1 / 1.49)	0.45 (7.44 / 5.19)	-	-	-	-
 	Percentile (%)	80.367	13.136	-	-	-	-
regulation of sister chromatid segregation	FC (WS / NS)	-0.32 (1 / 1.49)	-0.93 (0 / 0.91)	-1 (0 / 1)	-	-	-
 	Percentile (%)	80.403	80.081	91.608	-	-	-
regulation of mitotic sister chromatid segregation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.439	-	-	-	-	-
regulation of T cell differentiation in thymus	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.475	-	-	-	-	-
regulation of immature T cell proliferation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.511	-	-	-	-	-
negative regulation of immature T cell proliferation in thymus	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.547	-	-	-	-	-
suppression by virus of host STAT2 activity	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.583	-	-	-	-	-
regulation of T cell proliferation	FC (WS / NS)	-0.32 (1 / 1.49)	2 (3 / 0)	-	-	-	-
 	Percentile (%)	80.618	1.624	-	-	-	-
modulation of molecular function in other organism	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.69	-	-	-	-	-
regulation of T cell differentiation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.726	-	-	-	-	-
regulation of lymphocyte differentiation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.762	-	-	-	-	-
negative regulation of cell cycle	FC (WS / NS)	-0.32 (1 / 1.49)	-0.15 (5.78 / 6.52)	-	-	-	-
 	Percentile (%)	80.798	63.219	-	-	-	-
negative regulation of mitotic cell cycle	FC (WS / NS)	-0.32 (1 / 1.49)	-0.22 (4.17 / 5.03)	-	-	-	-
 	Percentile (%)	80.834	65.536	-	-	-	-
regulation of lymphocyte proliferation	FC (WS / NS)	-0.32 (1 / 1.49)	2.2 (3.58 / 0)	-	-	-	-
 	Percentile (%)	80.942	0.931	-	-	-	-
regulation of T cell activation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	80.978	-	-	-	-	-
regulation of cell activation	FC (WS / NS)	-0.32 (1 / 1.49)	0.34 (6.09 / 4.61)	-	-	-	-
 	Percentile (%)	81.014	15.906	-	-	-	-
negative regulation of T cell activation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.05	-	-	-	-	-
negative regulation of developmental process	FC (WS / NS)	-0.32 (1 / 1.49)	-1.19 (3.32 / 8.87)	2.54 (4.81 / 0)	-	-	-
 	Percentile (%)	81.086	82.971	0.368	-	-	-
regulation of lymphocyte activation	FC (WS / NS)	-0.32 (1 / 1.49)	0.52 (5.46 / 3.49)	-	-	-	-
 	Percentile (%)	81.122	12.539	-	-	-	-
negative regulation of lymphocyte activation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.158	-	-	-	-	-
regulation of cell cycle	FC (WS / NS)	-0.32 (1 / 1.49)	-0.04 (7.27 / 7.52)	-	-3.04 (0 / 7.21)	-	-
 	Percentile (%)	81.194	58.682	-	99.459	-	-
regulation of nuclear division	FC (WS / NS)	-0.32 (1 / 1.49)	-0.06 (3.32 / 3.49)	-	-	-	-
 	Percentile (%)	81.23	59.398	-	-	-	-
regulation of chromosome segregation	FC (WS / NS)	-0.32 (1 / 1.49)	-0.93 (0 / 0.91)	-1 (0 / 1)	-	-	-
 	Percentile (%)	81.266	81.013	91.809	-	-	-
negative regulation of chromosome segregation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.302	-	-	-	-	-
modulation by symbiont of host molecular function	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.338	-	-	-	-	-
modulation of molecular function in other organism involved in symbiotic interaction	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.374	-	-	-	-	-
regulation of leukocyte proliferation	FC (WS / NS)	-0.32 (1 / 1.49)	2.41 (4.32 / 0)	-	-	-	-
 	Percentile (%)	81.41	0.358	-	-	-	-
negative regulation of canonical Wnt signaling pathway	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.446	-	-	-	-	-
regulation of cell cycle phase transition	FC (WS / NS)	-0.32 (1 / 1.49)	-0.14 (5.46 / 6.1)	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	81.481	62.67	94.55	-	-	-
negative regulation of cell cycle phase transition	FC (WS / NS)	-0.32 (1 / 1.49)	-0.28 (4 / 5.08)	-	-	-	-
 	Percentile (%)	81.517	66.85	-	-	-	-
regulation of mitotic cell cycle phase transition	FC (WS / NS)	-0.32 (1 / 1.49)	-0.15 (4.75 / 5.36)	-	-	-	-
 	Percentile (%)	81.553	63.052	-	-	-	-
regulation of metaphase/anaphase transition of cell cycle	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.589	-	-	-	-	-
regulation of leukocyte differentiation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.625	-	-	-	-	-
regulation of hemopoiesis	FC (WS / NS)	-0.32 (1 / 1.49)	1.84 (2.58 / 0)	-	-	-	-
 	Percentile (%)	81.661	2.723	-	-	-	-
regulation of chromosome separation	FC (WS / NS)	-0.32 (1 / 1.49)	-	-	-	-	-
 	Percentile (%)	81.697	-	-	-	-	-
regulation of multicellular organismal process	FC (WS / NS)	-0.32 (3.81 / 4.99)	-0.28 (8.89 / 10.98)	0.07 (4.64 / 4.39)	0.08 (13.73 / 12.92)	-	-
 	Percentile (%)	81.805	66.778	32.23	34.629	-	-
D-glycero-D-manno-heptose 7-phosphate biosynthetic process	FC (WS / NS)	-0.32 (3 / 3.99)	-	-0.2 (3 / 3.58)	-	2.27 (3.81 / 0)	-
 	Percentile (%)	81.913	-	82.347	-	6.245	-
tryptophan metabolic process	FC (WS / NS)	-0.32 (3 / 3.99)	-	-0.43 (8.33 / 11.61)	-0.5 (5.7 / 8.48)	-	-
 	Percentile (%)	81.949	-	86.994	81.997	-	-
indolalkylamine metabolic process	FC (WS / NS)	-0.32 (3 / 3.99)	0.24 (7.04 / 5.81)	-0.4 (9.33 / 12.61)	-0.45 (6.7 / 9.48)	-	-
 	Percentile (%)	81.985	18.486	86.827	80.866	-	-
indole-containing compound metabolic process	FC (WS / NS)	-0.32 (3 / 3.99)	0.22 (7.63 / 6.4)	-0.38 (9.92 / 13.19)	-0.42 (7.29 / 10.07)	-	-
 	Percentile (%)	82.021	19.035	86.56	80.177	-	-
regulation of cytoskeleton organization	FC (WS / NS)	-0.32 (1.58 / 2.23)	-0.98 (3.58 / 8.07)	-	-	-	-
 	Percentile (%)	82.057	81.968	-	-	-	-
protein glycosylation	FC (WS / NS)	-0.32 (1.58 / 2.23)	-	-	-	-	-
 	Percentile (%)	82.129	-	-	-	-	-
protein transport by the Sec complex	FC (WS / NS)	-0.32 (4.91 / 6.38)	0 (7.23 / 7.24)	-0.2 (5.98 / 7.01)	-	-3.14 (0 / 7.81)	-
 	Percentile (%)	82.237	54.884	82.514	-	93.319	-
histidine catabolic process to glutamate and formate	FC (WS / NS)	-0.33 (6.85 / 8.83)	-	-0.29 (8.64 / 10.8)	-0.3 (7.11 / 8.99)	-0.4 (12.66 / 16.99)	0.07 (-8.29 / -7.94)
 	Percentile (%)	82.309	-	84.955	76.636	77.85	38.462
anatomical structure homeostasis	FC (WS / NS)	-0.33 (3.17 / 4.23)	-	-	-	-	-
 	Percentile (%)	82.344	-	-	-	-	-
histidine catabolic process to glutamate and formamide	FC (WS / NS)	-0.33 (6.85 / 8.84)	-	-0.29 (8.64 / 10.8)	-0.3 (7.11 / 8.99)	-0.4 (12.66 / 16.99)	-0.15 (-6.31 / -6.91)
 	Percentile (%)	82.416	-	84.921	76.586	77.778	61.972
aromatic amino acid family catabolic process	FC (WS / NS)	-0.34 (7.93 / 10.29)	-	-0.28 (10.34 / 12.8)	-0.29 (9.12 / 11.36)	-	-0.02 (-5.36 / -5.43)
 	Percentile (%)	82.632	-	84.621	75.996	-	50.379
histidine catabolic process	FC (WS / NS)	-0.34 (7.92 / 10.29)	-0.31 (5 / 6.43)	-0.25 (10.23 / 12.39)	-0.26 (8.69 / 10.57)	-0.37 (13.66 / 17.99)	-0.04 (-5.57 / -5.7)
 	Percentile (%)	82.74	67.733	84.152	74.373	77.342	51.138
immune system process	FC (WS / NS)	-0.34 (4 / 5.33)	-0.33 (6.83 / 8.83)	0.94 (6.98 / 3.17)	-0.16 (9.14 / 10.33)	-	-
 	Percentile (%)	82.776	69.047	10.498	70.93	-	-
cysteine biosynthetic process from serine	FC (WS / NS)	-0.35 (6.23 / 8.22)	-0.8 (1 / 2.49)	-0.31 (7.23 / 9.17)	-0.2 (6.77 / 7.92)	-0.47 (9.62 / 13.71)	-
 	Percentile (%)	82.884	76.284	85.155	72.504	79.303	-
cysteine biosynthetic process	FC (WS / NS)	-0.35 (6.25 / 8.27)	-	-0.2 (9.68 / 11.23)	-0.18 (7.85 / 9.02)	-	-
 	Percentile (%)	83.028	-	82.213	71.717	-	-
proteolysis involved in cellular protein catabolic process	FC (WS / NS)	-0.36 (4.95 / 6.63)	-0.24 (5.93 / 7.2)	-0.19 (8.32 / 9.64)	-	-	-
 	Percentile (%)	83.1	66.014	81.912	-	-	-
